PS betting difference,BW betting difference,BS betting difference,WH betting difference,SJ betting difference,B365 betting difference,VC betting difference,GB betting difference,LB betting difference,IW betting difference,result
0.0,1.6464736897048553,2.139644308296433,1.712827525286658,1.8965786682652606,1.6683771717763332,1.7734174669696208,2.1012577271318755,1.745850469968483,1.6543407664313354,1
0.23670557484667595,0.08682583993839832,0.0,0.10637676886532019,0.17304380634418948,0.013725542032235215,0.09112929206562637,0.0,0.07271766126465476,0.16056816101634194,-1
0.0,0.3630447467145287,0.615077722619091,0.396486204495095,0.426972576272933,0.3825294615879691,0.45299490751999266,0.42325290274993826,0.43423248753777677,0.5454777800229108,1
0.0,0.9734777877901772,1.2066725092531543,0.7955996355481486,1.0432045197768112,0.8357051480844326,0.8475957514024753,1.116764220840598,0.7852204453063938,0.9962373427482892,1
-1.669639133128234,-1.3219977441954254,-1.7608114928561436,-1.292388202880041,-1.5679752474320343,-1.2797327676659573,-1.243195038861921,-1.7533588262862236,-1.3064187540277268,-1.3601259724528536,1
0.0,-0.27431236783848867,-0.20832452045079777,-0.23515511145756732,-0.05599737131974016,-0.18847711691711852,-0.1142928820431643,-0.18367248799635177,-0.2069549779511335,-0.042384183550758125,0
1.0102868453295994,0.692485747528205,0.9765656719497802,0.7041257754395118,0.810038866020909,0.6777561257449909,0.6920421713209736,0.878448525055907,0.7570802314219915,0.6337777298166268,1
1.7106447317920184,1.2924455267560904,0.0,1.3109894987888138,0.0,1.237227706325377,1.2120598421279227,0.0,1.1481653084816215,1.2001304264606083,0
0.0,-1.9586169586396989,-2.6192600862235205,-1.806202801754334,-2.199498897639243,-1.975843950617761,-1.8355467409189115,-2.467852402395309,-1.8982805455315144,-1.944639126163134,0
-0.642510585760478,-0.6878810574633046,0.0,-0.7212557068924473,0.0,-0.5935979049481694,-0.5453783967377314,0.0,-0.7126421337424722,-0.7623020954634394,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.7048930603389265,1.8386745609972206,0.0,1.9204994302341156,2.1000729453435976,1.9330788917836732,1.8715750364045036,0.0,1.90742373699559,2.0002387503195327,0
0.0,-0.0739434478474285,-0.038454975062179216,-0.002963079545785421,0.17304380634418948,-0.0006680970981347439,-0.053809012597292434,-0.01525966243363429,-0.07687468064146465,0.0739634967398639,1
0.0,1.2014532306482522,1.7464099574717926,1.2809991403674819,1.4521377360188559,1.222441137391161,1.2230128721009907,1.6552375090660305,1.325553524728405,1.4585689317773822,1
2.8104225118088793,1.9685756293199728,2.652138257321988,1.9106044213281332,2.214153070372363,1.8606522011595248,2.0026871959894175,2.5455868985748453,1.8747982885489662,2.0636951989914296,1
-2.1037977836806383,-1.5538752863250405,-1.996024183296161,-1.3835288578354579,-1.7982122309273358,-1.558032174340728,-1.498028265376141,-2.056293559926418,-1.5441875425074991,-1.404938734748836,1
-2.5670249411379746,-1.836890139898448,0.0,-1.889698685995542,0.0,-1.8699277075430893,-1.8227996028421471,0.0,-1.8607633578719387,-1.9063964930489328,1
0.0,-0.2661845301143272,-0.4114885505158813,-0.3084898559631027,-0.27879197141101714,-0.1992874656337304,-0.2828043409967306,-0.2818500254705304,-0.32766184207231186,-0.05029536939595216,-1
0.0,-0.13677223814564696,4.047699172594157e-06,-0.022696225711878522,0.009071145062057969,0.12599592724912073,-0.1829847960634482,-0.08433247515568594,-0.14487119968970066,0.027599383541345262,1
0.0,-0.959890873711484,-1.368038333383196,-0.9245418018679598,-1.0294223763914412,-1.083033473216751,-0.9968071139029325,-1.3858809658594446,-0.8112370863624144,-0.9589431590150802,-1
0.0,-0.6293600979852414,-0.9994996306756772,-0.705862105045749,-0.7042800053020863,-0.7267243795172237,-0.685182565909684,-0.9581672714727651,-0.6710887054352168,-0.6054746052631464,0
0.0,0.7220358278277811,0.7418048121830312,0.7374014461077735,0.810038866020909,0.8235771743727318,0.723567475157367,0.9170540132044512,0.8469771328118689,0.5613269996290636,1
-0.32282038165660604,-0.28319635191382153,0.0,-0.3084898559631027,0.0,-0.28186806820085475,-0.2732489541490718,0.0,-0.2251313766377081,-0.45906370112781764,0
-1.8525180240989252,-1.2566073785452432,-1.7171946551211594,-1.2672669852499476,-1.52923288149613,-1.4546757317986507,-1.334326069947612,-1.6679300572086218,-1.4383671438005379,-1.4291140407243008,0
0.0,1.0980787119739295,1.2743012141963082,0.9883512880302928,1.2609894002478552,1.0220463291790747,0.9827949889873654,1.2455485386665113,1.045067883654431,1.235660545138138,1
0.0,0.8421836430240393,0.9163986674520209,0.7374014461077735,0.810038866020909,0.8479837798546637,0.8845049546599726,0.9509470943489485,0.6573520034845788,0.6817136251481395,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.41647701184623404,0.4767177414174877,0.517773375981415,0.4369130517433294,0.5443602156868131,0.4799587363782282,0.6551529316333387,0.43423248753777677,0.5454777800229108,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,-1.5761292861386318,-1.9925396077460982,-1.8315004965551667,-1.7409519365113537,-1.635157809774654,-1.6681759330764994,-2.1208518097254596,-1.4331785805902808,-1.4509307802631346,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.518510683134396,0.2838714916173169,0.0,0.3430153517840747,0.0,0.272246927687472,0.31208008662339226,0.0,0.37111913909832756,0.45566553558804473,-1
